recno,Star,S/N,pop,[CuI/Fe],e_[CuI/Fe],o_[CuI/Fe],[ZnI/Fe],e_[ZnI/Fe],o_[ZnI/Fe],[SrI/Fe],e_[SrI/Fe],o_[SrI/Fe],[YII/Fe],e_[YII/Fe],o_[YII/Fe],[ZrI/Fe],e_[ZrI/Fe],o_[ZrI/Fe],[ZrII/Fe],e_[ZrII/Fe],o_[ZrII/Fe],[BaII/Fe],e_[BaII/Fe],o_[BaII/Fe],[CeII/Fe],e_[CeII/Fe],o_[CeII/Fe],[NdII/Fe],e_[NdII/Fe],o_[NdII/Fe],[EuII/Fe],e_[EuII/Fe],o_[EuII/Fe],[AlI/Fe],e_[AlI/Fe],o_[AlI/Fe],[MgI/Fe],e_[MgI/Fe],o_[MgI/Fe],[SiI/Fe],e_[SiI/Fe],o_[SiI/Fe],[CaI/Fe],e_[CaI/Fe],o_[CaI/Fe],[TiI/Fe],e_[TiI/Fe],o_[TiI/Fe],[TiII/Fe],e_[TiII/Fe],o_[TiII/Fe]
639,"    HD3964",144," thin",-0.03,0.02,4,0.02,0.02,3,0.08,0.07,1,0.04,0.04,6,0.16,0.19,2,0.07,0.02,4,0.02,0.01,3,0.06,0.05,4,-0.02,0.04,4,,,0,-0.02,0.01,2,-0.01,0.01,3,-0.02,0.02,14,0.01,0.04,12,0.01,0.02,22,-0.02,0.02,5
640,"  HD101339",193," thin",-0.05,0.02,4,-0.03,0.02,3,0.01,0.05,1,0.01,0.04,6,0.07,0.3,2,-0.01,0.02,4,0.05,0.02,3,0.03,0.05,4,0.02,0.03,4,,,0,0.0,0.02,2,0.02,0.03,3,0.0,0.01,14,0.03,0.05,12,0.02,0.02,22,0.0,0.02,5
641,"   HD38858",1154," thin",-0.08,0.03,4,0.0,0.02,3,-0.01,0.01,1,0.0,0.03,6,,,0,0.03,0.01,4,0.04,0.01,3,0.07,0.06,4,0.07,0.02,4,0.02,0.04,1,0.0,0.01,2,0.04,0.02,3,0.02,0.02,14,0.04,0.04,12,0.04,0.02,22,0.02,0.02,5
642,"   HD56274",611," thin",-0.06,0.04,4,0.0,0.04,3,-0.11,0.03,1,-0.11,0.04,6,,,0,-0.04,0.02,4,0.0,0.03,3,0.03,0.03,4,0.05,0.03,4,,,0,0.09,0.01,2,0.09,0.03,3,0.06,0.03,14,0.09,0.06,12,0.08,0.03,22,0.05,0.02,5
643,"  HD197083",353," thin",-0.07,0.05,4,0.0,0.03,3,-0.07,0.03,1,-0.09,0.04,6,,,0,-0.03,0.02,4,0.04,0.02,3,0.06,0.05,4,0.07,0.04,4,0.11,0.16,1,0.07,0.01,2,0.13,0.03,3,0.07,0.02,14,0.1,0.06,12,0.09,0.03,22,0.09,0.02,5
644,"  HD214954",38," thin",0.18,0.07,4,-0.02,0.06,3,-0.01,0.26,1,-0.05,0.08,6,0.25,0.11,1,-0.14,0.13,2,-0.12,0.06,3,0.0,0.06,4,0.0,0.12,2,,,0,-0.12,0.37,2,-0.04,0.05,3,0.02,0.07,14,-0.02,0.07,12,0.06,0.04,22,0.08,0.04,5
645,"  HD134987",1312," thin",0.13,0.03,4,0.05,0.06,3,-0.1,0.03,1,-0.05,0.04,6,0.22,0.17,3,-0.09,0.06,4,-0.15,0.02,3,-0.04,0.04,4,-0.06,0.04,4,0.01,0.03,1,0.07,0.01,2,0.06,0.02,3,0.05,0.04,14,-0.03,0.04,12,0.02,0.04,22,-0.01,0.02,5
646,"  HD33473A",378," thin",-0.08,0.08,4,-0.04,0.02,3,0.0,0.03,1,0.06,0.06,6,,,0,0.05,0.05,4,0.1,0.02,3,0.1,0.07,4,0.07,0.04,4,-0.06,0.08,1,0.05,0.0,2,0.04,0.01,3,0.02,0.01,14,0.04,0.05,12,0.03,0.03,22,0.07,0.01,5
647,"  HD204287",284," thin",-0.03,0.06,4,0.01,0.04,3,-0.17,0.03,1,-0.06,0.07,6,,,0,-0.08,0.01,4,-0.03,0.03,3,-0.05,0.06,4,0.0,0.02,4,0.14,0.12,1,0.07,0.01,2,0.08,0.01,3,0.02,0.01,14,0.04,0.05,12,0.03,0.02,22,0.05,0.01,5
648,"   HD29428",106," thin",-0.1,0.03,4,0.01,0.03,3,0.06,0.1,1,0.07,0.03,6,0.19,0.15,2,0.08,0.07,4,0.09,0.04,3,0.13,0.04,4,0.09,0.07,4,,,0,0.43,0.46,2,-0.02,0.02,3,-0.03,0.08,14,0.05,0.07,12,0.03,0.04,22,0.0,0.02,5
649,"   HD92788",789," thin",0.1,0.03,4,0.0,0.06,3,-0.03,0.03,1,-0.03,0.03,6,0.22,0.2,3,-0.1,0.04,4,-0.12,0.02,3,-0.03,0.08,4,-0.06,0.02,4,0.02,0.04,1,0.05,0.01,2,0.03,0.02,3,0.03,0.04,14,-0.02,0.05,12,0.02,0.04,22,0.0,0.04,5
650,"   HD28471",544," thin",-0.01,0.03,4,0.0,0.03,3,-0.08,0.02,1,-0.09,0.02,6,,,0,-0.08,0.01,4,-0.04,0.01,3,-0.05,0.04,4,-0.03,0.01,4,0.02,0.06,1,0.06,0.0,2,0.05,0.01,3,0.02,0.01,14,0.03,0.04,12,0.04,0.02,22,0.02,0.01,5
651,"  HD199288",1068,"thick",-0.05,0.05,4,0.12,0.03,3,-0.12,0.02,1,-0.14,0.04,6,,,0,0.0,0.05,4,-0.1,0.03,3,-0.11,0.06,4,0.05,0.02,4,0.38,0.05,1,0.13,0.0,2,0.26,0.09,3,0.18,0.04,14,0.18,0.05,12,0.21,0.05,22,0.21,0.03,5
652,"      HD67",230," thin",-0.11,0.02,4,-0.08,0.03,3,0.05,0.05,1,0.04,0.03,6,0.23,0.2,3,0.0,0.03,4,0.12,0.02,3,0.06,0.04,4,0.05,0.04,4,-0.02,0.06,1,-0.04,0.0,2,-0.04,0.02,3,-0.02,0.02,14,0.01,0.06,12,0.02,0.03,22,-0.03,0.0,5
653,"  HD149724",124," thin",0.14,0.07,4,0.01,0.02,3,-0.12,0.09,1,-0.06,0.08,6,-0.05,0.14,3,-0.15,0.04,4,-0.19,0.03,3,-0.03,0.06,4,-0.09,0.08,4,,,0,0.06,0.04,2,0.05,0.02,3,0.02,0.06,14,-0.07,0.07,12,0.02,0.04,22,-0.01,0.03,5
654,"  HD113513",28," thin",-0.12,0.1,4,-0.12,0.12,3,0.16,0.35,1,0.14,0.19,6,0.43,0.14,3,-0.07,0.08,1,0.15,0.06,3,0.12,0.07,4,0.2,0.08,4,,,0,0.14,0.03,2,-0.17,0.05,3,-0.09,0.08,14,0.0,0.12,11,0.06,0.13,22,-0.07,0.07,5
655,"   HD11505",462,"thick",0.03,0.02,4,0.15,0.02,3,-0.12,0.02,1,-0.13,0.02,6,,,0,-0.07,0.01,4,-0.09,0.02,3,-0.07,0.07,4,0.0,0.02,4,0.17,0.08,1,0.2,0.01,2,0.18,0.04,3,0.11,0.01,14,0.11,0.06,12,0.18,0.02,22,0.19,0.0,5
656,"   HD19423",86," thin",-0.08,0.05,4,0.04,0.03,3,-0.14,0.11,1,-0.12,0.06,6,-0.34,0.1,1,-0.13,0.03,4,-0.03,0.03,3,-0.07,0.04,4,0.02,0.08,4,,,0,0.06,0.01,2,0.06,0.02,3,0.03,0.09,14,0.03,0.05,12,0.04,0.04,22,0.05,0.02,5
657,"  HD210918",1470," thin",-0.02,0.02,4,0.02,0.03,3,-0.09,0.01,1,-0.09,0.02,6,-0.27,0.1,1,-0.09,0.03,4,-0.03,0.01,3,0.0,0.06,4,0.04,0.01,4,0.1,0.03,1,0.11,0.0,2,0.09,0.01,3,0.03,0.01,14,0.07,0.04,12,0.08,0.02,22,0.07,0.01,5
658,"  HD105004",138," halo",-0.31,0.07,3,0.01,0.07,3,-0.12,0.11,1,-0.16,0.06,6,,,0,0.07,0.04,4,0.01,0.06,3,-0.05,0.1,3,,,0,,,0,-0.05,0.07,2,0.15,0.05,3,0.1,0.05,13,0.14,0.06,11,0.07,0.07,19,0.06,0.05,5
659,"  HD140785",140," thin",-0.05,0.06,4,0.0,0.02,3,-0.16,0.06,1,-0.08,0.05,6,0.22,0.1,1,-0.12,0.04,4,-0.06,0.02,3,-0.04,0.02,4,-0.06,0.09,4,,,0,0.05,0.02,2,0.02,0.01,3,0.01,0.02,14,0.03,0.06,12,0.01,0.03,22,0.01,0.05,5
660,"   HD41323",415," thin",-0.09,0.04,4,0.0,0.03,3,0.0,0.03,1,0.0,0.02,6,,,0,0.03,0.02,4,0.15,0.03,3,0.13,0.08,4,0.08,0.02,4,0.08,0.11,1,-0.03,0.03,2,0.05,0.02,3,0.03,0.02,14,0.06,0.05,12,0.04,0.03,22,0.03,0.01,5
661,"  HD202206",1129," thin",0.03,0.03,4,-0.07,0.06,3,-0.01,0.03,1,-0.05,0.05,6,0.2,0.16,2,-0.1,0.02,4,-0.12,0.03,3,-0.07,0.05,4,-0.08,0.05,4,-0.03,0.03,1,-0.01,0.0,2,-0.04,0.02,3,0.0,0.02,14,-0.03,0.04,12,0.01,0.03,22,-0.05,0.06,5
662,"   HD78429",1613," thin",-0.02,0.04,4,-0.01,0.03,3,-0.16,0.02,1,-0.11,0.03,6,0.26,0.02,1,-0.11,0.03,4,-0.04,0.01,3,-0.02,0.02,4,-0.02,0.01,4,-0.01,0.03,1,0.02,0.0,2,0.01,0.03,3,0.0,0.04,14,0.01,0.04,12,0.01,0.04,22,0.01,0.01,5
663,"   HD90702",103," thin",-0.02,0.02,4,-0.08,0.04,3,-0.03,0.09,1,-0.03,0.07,6,0.07,0.16,3,0.01,0.04,4,-0.02,0.04,3,-0.01,0.09,4,-0.02,0.04,4,,,0,-0.02,0.01,2,-0.06,0.09,3,-0.03,0.08,14,0.05,0.09,12,0.0,0.03,22,-0.04,0.01,5
664,"  HD212231",136,"thick",0.02,0.03,4,0.14,0.02,3,-0.14,0.07,1,-0.14,0.03,6,,,0,-0.07,0.04,4,-0.06,0.03,3,-0.1,0.05,4,-0.05,0.02,4,,,0,0.34,0.03,2,0.24,0.06,3,0.13,0.02,14,0.14,0.09,12,0.19,0.04,22,0.15,0.02,5
665,"   HD69611",260,"thick",-0.06,0.06,4,0.18,0.03,3,0.02,0.05,1,-0.01,0.05,6,,,0,0.13,0.03,4,-0.08,0.04,3,-0.14,0.05,4,0.0,0.05,4,0.15,0.16,1,0.26,0.03,2,0.35,0.05,3,0.22,0.01,14,0.28,0.06,12,0.27,0.03,22,0.31,0.02,5
666,"  HD199847",210,"thick",-0.04,0.05,4,0.17,0.03,3,-0.06,0.05,1,-0.09,0.03,6,,,0,0.07,0.05,4,-0.09,0.05,3,-0.12,0.02,4,0.01,0.04,4,0.2,0.19,1,0.24,0.01,2,0.32,0.04,3,0.21,0.02,14,0.25,0.06,12,0.26,0.04,22,0.26,0.02,5
667,"  HD218885",58," thin",-0.09,0.06,4,-0.02,0.03,3,0.12,0.18,1,0.03,0.03,6,0.57,0.05,1,0.1,0.09,4,0.11,0.02,3,0.12,0.05,4,0.08,0.05,3,,,0,-0.03,0.13,2,0.08,0.04,3,0.03,0.04,14,0.05,0.09,12,0.04,0.05,22,0.03,0.01,5
668,"  HD175179",175,"thick",-0.09,0.05,3,0.17,0.03,3,0.16,0.06,1,0.13,0.04,6,0.39,0.1,1,0.31,0.04,4,0.21,0.03,3,0.1,0.04,3,0.15,0.05,4,,,0,0.21,0.03,2,0.34,0.04,3,0.23,0.02,14,0.27,0.07,12,0.29,0.04,22,0.27,0.02,5
669,"   HD76440",97," thin",-0.02,0.02,4,-0.01,0.05,3,-0.08,0.09,1,-0.05,0.08,6,0.31,0.07,1,0.01,0.06,4,-0.03,0.02,3,-0.05,0.06,4,-0.04,0.06,4,,,0,0.32,0.3,2,0.01,0.02,3,-0.01,0.04,13,0.02,0.05,12,0.04,0.02,22,0.03,0.03,5
670," HIP99606B",74,"thick",-0.04,0.04,4,0.18,0.05,3,-0.02,0.14,1,-0.14,0.15,6,,,0,-0.07,0.08,3,-0.06,0.06,3,0.0,0.04,4,0.23,0.15,2,,,0,0.16,0.06,2,0.26,0.05,3,0.14,0.03,14,0.16,0.06,12,0.19,0.06,22,0.18,0.04,5
671,"    HD1461",1789," thin",0.07,0.05,4,0.01,0.05,3,-0.02,0.02,1,-0.06,0.03,6,0.23,0.11,2,-0.11,0.02,4,-0.12,0.03,3,-0.08,0.03,4,-0.07,0.02,4,-0.04,0.03,1,0.05,0.01,2,0.03,0.01,3,0.02,0.02,14,-0.01,0.05,12,0.02,0.02,22,-0.02,0.04,5
672,"   HD44219",407," thin",-0.02,0.05,4,0.02,0.04,3,-0.14,0.03,1,-0.14,0.04,6,,,0,-0.14,0.03,4,-0.06,0.01,3,-0.05,0.06,4,-0.03,0.02,4,0.0,0.07,1,0.05,0.01,2,0.06,0.01,3,0.01,0.01,14,0.03,0.04,12,0.01,0.02,22,0.02,0.01,5
673,"   HD88084",197," thin",-0.01,0.02,4,0.01,0.02,3,-0.04,0.04,1,-0.09,0.01,6,,,0,-0.08,0.03,4,-0.02,0.04,3,-0.05,0.01,4,-0.01,0.02,4,,,0,0.06,0.01,2,0.05,0.01,3,0.03,0.01,14,0.05,0.05,12,0.05,0.02,22,0.02,0.04,5
674,"   HD27063",1013," thin",-0.08,0.04,4,-0.05,0.04,3,0.07,0.02,1,0.04,0.02,6,0.17,0.17,3,0.01,0.02,4,0.05,0.02,3,0.02,0.01,4,0.0,0.02,4,0.18,0.05,1,-0.02,0.0,2,0.0,0.01,3,-0.01,0.02,14,0.02,0.05,12,0.02,0.01,22,-0.03,0.0,5
675,"   HD72374",130," thin",-0.02,0.05,4,0.03,0.03,3,-0.14,0.07,1,-0.1,0.02,6,0.32,0.1,1,-0.11,0.03,4,-0.01,0.04,3,-0.11,0.04,4,-0.04,0.08,4,,,0,0.05,0.0,2,0.04,0.01,3,0.03,0.05,14,0.04,0.05,12,0.03,0.03,22,0.0,0.03,5
676,"  HD113679",192," halo",-0.08,0.07,4,0.15,0.03,3,0.06,0.05,1,0.04,0.06,6,,,0,0.2,0.07,4,-0.05,0.03,3,-0.14,0.09,4,-0.01,0.03,4,,,0,0.23,0.02,2,0.3,0.03,3,0.24,0.02,14,0.29,0.05,12,0.31,0.04,22,0.31,0.01,5
677,"   HD29137",192," thin",0.08,0.05,4,0.02,0.06,3,-0.13,0.06,1,-0.06,0.08,6,-0.05,0.29,2,-0.08,0.03,4,-0.14,0.02,3,-0.03,0.05,4,-0.01,0.07,4,,,0,0.04,0.01,2,0.01,0.06,3,0.01,0.05,14,-0.01,0.1,12,0.01,0.02,22,-0.01,0.01,5
678,"   HD18001",261," thin",-0.1,0.03,4,-0.06,0.02,3,0.1,0.05,1,0.05,0.02,6,0.38,0.1,1,0.06,0.04,4,0.09,0.02,3,0.07,0.04,4,0.05,0.05,4,0.02,0.14,1,0.03,0.01,2,0.03,0.01,3,0.0,0.02,14,0.07,0.06,12,0.05,0.03,22,0.04,0.01,5
679,"  HD216008",136," thin",0.02,0.02,4,0.03,0.05,3,-0.06,0.07,1,-0.06,0.05,6,0.37,0.13,1,-0.05,0.02,4,-0.01,0.01,3,-0.07,0.03,4,-0.01,0.03,4,,,0,0.05,0.01,2,0.02,0.02,3,0.03,0.03,14,0.02,0.05,12,0.01,0.02,22,0.01,0.02,5
680,"   HD22249",105," thin",-0.16,0.04,4,-0.08,0.02,3,0.13,0.09,1,0.12,0.05,6,0.43,0.23,3,0.06,0.04,4,0.24,0.02,3,0.23,0.06,4,0.22,0.05,4,,,0,-0.02,0.02,2,-0.02,0.02,3,-0.02,0.03,14,0.04,0.12,12,0.04,0.03,22,-0.02,0.01,5
681,"   HD95521",503," thin",-0.07,0.04,4,-0.04,0.02,3,0.02,0.03,1,-0.01,0.02,6,,,0,0.01,0.02,4,0.04,0.01,3,0.07,0.04,4,0.05,0.02,4,0.07,0.08,1,0.0,0.0,2,0.0,0.04,3,0.0,0.01,14,0.05,0.05,12,0.05,0.02,22,0.01,0.01,5
682,"   HD20782",692," thin",-0.07,0.04,4,-0.01,0.03,3,-0.14,0.02,1,-0.12,0.02,6,,,0,-0.13,0.04,4,-0.04,0.01,3,-0.06,0.05,4,-0.05,0.02,4,0.01,0.06,1,0.02,0.0,2,0.03,0.02,3,0.0,0.01,14,0.04,0.05,12,0.03,0.01,22,0.02,0.01,5
683,"  HD224393",354," thin",-0.09,0.04,4,-0.04,0.02,3,-0.03,0.03,1,-0.02,0.04,6,,,0,0.02,0.03,4,0.11,0.04,3,0.12,0.08,4,0.13,0.04,4,0.19,0.14,1,0.01,0.0,2,0.09,0.04,3,0.02,0.02,14,0.09,0.06,12,0.08,0.02,22,0.04,0.02,5
684,"  HD108309",698," thin",0.05,0.04,4,0.03,0.05,3,-0.13,0.02,1,-0.12,0.03,6,0.03,0.24,2,-0.15,0.03,4,-0.08,0.01,3,-0.06,0.02,4,-0.08,0.02,4,-0.05,0.05,1,0.04,0.0,2,0.03,0.01,3,0.01,0.01,14,0.0,0.04,12,0.01,0.02,22,0.02,0.03,5
685,"  HD143114",308,"thick",-0.02,0.03,4,0.14,0.02,3,-0.1,0.03,1,-0.11,0.02,6,,,0,0.01,0.02,4,-0.04,0.03,3,-0.08,0.07,4,0.05,0.03,4,0.25,0.12,1,0.2,0.03,2,0.26,0.05,3,0.13,0.02,14,0.17,0.05,12,0.19,0.03,22,0.2,0.01,5
686,"  HD190613",121," thin",-0.05,0.04,4,0.05,0.03,3,-0.11,0.08,1,-0.07,0.05,6,0.3,0.1,1,-0.08,0.05,4,-0.02,0.03,3,0.03,0.05,4,0.0,0.04,4,,,0,0.02,0.02,2,0.01,0.02,3,0.02,0.06,14,0.03,0.05,12,0.01,0.03,22,0.03,0.02,5
687,"  HD204313",873," thin",0.09,0.04,4,0.01,0.05,3,-0.05,0.03,1,-0.06,0.02,6,0.22,0.21,2,-0.11,0.02,4,-0.13,0.03,3,-0.08,0.02,4,-0.08,0.03,4,-0.01,0.05,1,0.03,0.01,2,0.03,0.01,3,0.01,0.01,14,-0.02,0.03,12,0.0,0.02,22,-0.03,0.01,5
688,"  HD145809",555," thin",-0.08,0.05,4,0.03,0.02,3,-0.11,0.02,1,-0.11,0.03,6,,,0,-0.06,0.02,4,-0.02,0.02,3,-0.04,0.09,4,0.03,0.04,4,0.09,0.07,1,0.07,0.0,2,0.11,0.01,3,0.05,0.01,14,0.08,0.05,12,0.08,0.02,22,0.09,0.01,5
689,"   HD21938",310,"thick",-0.01,0.03,4,0.17,0.02,3,-0.08,0.03,1,-0.1,0.04,6,0.47,0.1,1,-0.03,0.02,4,-0.08,0.03,3,-0.1,0.06,4,0.02,0.03,4,0.25,0.14,1,0.23,0.01,2,0.28,0.04,3,0.18,0.02,13,0.2,0.06,12,0.23,0.03,22,0.2,0.02,5
690,"  HD119173",106," thin",-0.21,0.06,3,0.04,0.03,3,-0.1,0.14,1,-0.18,0.09,6,0.96,,0,0.0,0.06,4,0.06,0.05,3,-0.08,0.06,3,,,0,,,0,-0.1,0.15,2,0.15,0.06,3,0.05,0.05,14,0.13,0.07,12,0.05,0.09,19,0.05,0.05,5
691,"  HD222582",928," thin",0.03,0.03,4,0.01,0.03,3,-0.09,0.02,1,-0.09,0.02,6,,,0,-0.08,0.02,4,-0.04,0.01,3,-0.03,0.02,4,-0.01,0.02,4,-0.04,0.05,1,0.06,0.01,2,0.05,0.02,3,0.03,0.02,14,0.03,0.05,12,0.04,0.01,22,0.03,0.01,5
692,"  HD160691",2007," thin",0.12,0.03,4,0.04,0.07,3,-0.1,0.03,1,-0.05,0.05,6,0.0,0.32,2,-0.11,0.04,4,-0.12,0.02,3,-0.04,0.03,4,-0.08,0.02,4,-0.03,0.02,1,0.04,0.0,2,0.02,0.02,3,0.01,0.05,14,-0.04,0.05,12,0.01,0.04,22,-0.02,0.03,5
693,"   HD29263",131," thin",0.07,0.03,4,0.04,0.05,3,-0.08,0.08,1,-0.09,0.04,6,0.24,0.1,1,-0.06,0.02,4,-0.05,0.05,3,-0.09,0.06,4,-0.02,0.05,4,,,0,0.05,0.05,2,0.05,0.07,3,0.02,0.04,14,-0.02,0.05,12,0.03,0.03,22,0.02,0.02,5
694,"  HD134113",611,"thick",-0.13,0.04,3,0.12,0.04,3,0.12,0.03,1,0.08,0.07,6,,,0,0.26,0.04,4,-0.08,0.03,3,-0.07,0.09,4,0.1,0.05,4,0.27,0.09,1,0.21,0.01,2,0.36,0.05,3,0.26,0.01,14,0.29,0.05,12,0.3,0.04,22,0.34,0.02,5
695,"  HD134702",126," thin",-0.12,0.08,4,0.0,0.02,3,0.11,0.09,1,0.09,0.02,6,0.29,0.1,1,0.0,0.04,4,0.12,0.02,3,0.12,0.02,4,0.02,0.04,4,,,0,-0.02,0.01,2,-0.01,0.01,3,0.0,0.05,14,0.02,0.07,12,0.01,0.03,22,-0.03,0.01,5
696,"  HD109271",339," thin",-0.06,0.03,4,-0.07,0.04,3,-0.12,0.03,1,-0.12,0.03,6,-0.07,0.32,2,-0.12,0.02,4,-0.03,0.01,3,-0.05,0.04,4,-0.05,0.01,4,-0.05,0.09,1,0.03,0.0,2,0.01,0.01,3,-0.02,0.01,14,0.02,0.04,12,0.01,0.01,22,0.0,0.01,5
697,"   HD74698",381," thin",0.01,0.04,4,-0.01,0.05,3,-0.14,0.03,1,-0.09,0.05,6,0.24,0.1,1,-0.1,0.02,4,-0.05,0.02,3,-0.07,0.04,4,-0.05,0.02,4,-0.03,0.09,1,0.06,0.0,2,0.05,0.02,3,0.01,0.03,14,0.04,0.05,12,0.03,0.01,22,0.02,0.01,5
698,"   HD78538",355," thin",-0.18,0.07,4,-0.12,0.02,3,0.11,0.03,1,0.1,0.04,6,-0.12,0.1,1,0.07,0.02,4,0.19,0.01,3,0.12,0.05,4,0.08,0.03,4,0.05,0.1,1,-0.03,0.02,2,-0.01,0.02,3,-0.03,0.03,14,0.06,0.06,12,0.02,0.02,22,-0.03,0.01,5
699,"   HD76151",325," thin",0.0,0.02,4,-0.02,0.03,3,0.02,0.04,1,-0.03,0.03,6,0.29,0.17,2,-0.05,0.02,4,-0.01,0.05,3,-0.06,0.04,4,-0.05,0.03,4,0.08,0.11,1,-0.02,0.0,2,-0.01,0.03,3,-0.01,0.02,14,0.03,0.06,12,0.0,0.02,22,-0.04,0.03,5
700,"   HD78747",798,"thick",-0.09,0.03,3,0.14,0.04,3,0.05,0.02,1,-0.02,0.05,6,,,0,0.17,0.02,4,-0.1,0.03,3,-0.06,0.07,4,0.02,0.04,4,0.28,0.07,1,0.27,0.03,2,0.37,0.08,3,0.22,0.02,14,0.27,0.05,12,0.29,0.03,22,0.28,0.02,5
701,"  HD215456",1480," thin",-0.03,0.03,4,0.0,0.03,3,-0.13,0.02,1,-0.08,0.05,6,,,0,-0.12,0.02,4,-0.05,0.02,3,-0.03,0.04,4,-0.05,0.03,4,-0.01,0.03,1,0.03,0.01,2,0.06,0.0,3,0.03,0.01,14,0.05,0.04,12,0.02,0.02,22,0.05,0.01,5
702,"  HD155968",75," thin",0.01,0.02,4,-0.02,0.05,3,0.03,0.14,1,-0.05,0.05,6,-0.13,0.12,2,-0.07,0.06,4,-0.12,0.03,3,-0.05,0.08,4,-0.16,0.1,4,,,0,-0.06,0.12,2,0.01,0.02,3,-0.03,0.05,13,0.03,0.14,12,0.0,0.04,22,-0.05,0.04,5
703,"  HD105779",205," thin",-0.05,0.04,4,0.01,0.03,3,0.01,0.04,1,-0.05,0.02,6,,,0,0.02,0.03,4,0.05,0.02,3,0.0,0.03,4,0.05,0.03,4,0.04,0.22,1,0.03,0.04,2,0.05,0.03,3,0.03,0.01,14,0.06,0.05,12,0.04,0.02,22,0.0,0.01,5
704,"  HD181720",695,"thick",-0.04,0.06,4,0.13,0.02,3,-0.07,0.02,1,-0.13,0.03,6,,,0,-0.01,0.02,4,-0.11,0.04,3,-0.1,0.08,4,0.03,0.03,4,0.24,0.07,1,0.18,0.0,2,0.28,0.04,3,0.19,0.01,14,0.2,0.05,12,0.25,0.03,22,0.25,0.02,5
705,"  HD131218",61," thin",-0.13,0.03,4,-0.1,0.02,3,0.05,0.15,1,0.07,0.05,6,0.35,0.21,2,0.06,0.09,4,0.16,0.03,3,0.22,0.07,4,0.14,0.03,4,,,0,-0.09,0.02,2,-0.06,0.12,3,-0.03,0.05,14,0.06,0.04,12,0.02,0.04,22,-0.04,0.02,5
706,"  HD111031",987," thin",0.1,0.06,4,0.01,0.06,3,-0.04,0.03,1,-0.04,0.03,6,0.21,0.2,2,-0.12,0.04,4,-0.11,0.02,3,-0.05,0.03,4,-0.06,0.04,4,0.0,0.03,1,0.04,0.0,2,-0.01,0.02,3,0.01,0.03,14,-0.04,0.04,12,0.02,0.04,22,-0.01,0.02,5
707,"  HD183658",370," thin",0.0,0.02,4,0.0,0.03,3,-0.03,0.03,1,-0.05,0.02,6,-0.06,0.3,1,-0.06,0.02,4,-0.05,0.02,3,-0.06,0.01,4,-0.05,0.03,4,-0.04,0.1,1,0.01,0.01,2,0.02,0.0,3,0.01,0.01,14,0.03,0.05,12,0.01,0.02,22,0.0,0.01,5
708,"  HD107148",110," thin",0.1,0.03,4,-0.01,0.03,3,-0.01,0.09,1,-0.06,0.04,6,0.03,0.26,2,-0.1,0.03,4,-0.1,0.02,3,-0.12,0.06,4,-0.09,0.05,4,,,0,0.03,0.02,2,-0.02,0.02,3,0.0,0.1,14,-0.01,0.05,12,0.01,0.03,22,-0.02,0.03,5
709,"   HD16141",310," thin",-0.04,0.05,4,-0.05,0.01,3,-0.14,0.03,1,-0.12,0.03,6,0.19,0.24,2,-0.12,0.01,4,-0.05,0.04,3,-0.07,0.03,4,-0.05,0.03,4,-0.04,0.1,1,0.0,0.0,2,0.0,0.02,3,-0.03,0.01,14,0.0,0.04,12,0.01,0.02,22,0.0,0.01,5
710,"   HD19641",395," thin",-0.04,0.03,4,0.01,0.02,3,-0.03,0.03,1,-0.05,0.01,6,,,0,-0.06,0.01,4,-0.04,0.01,3,-0.08,0.02,4,-0.06,0.01,4,-0.15,0.11,1,0.03,0.01,2,0.03,0.01,3,0.01,0.01,14,0.02,0.06,12,0.02,0.01,22,-0.02,0.01,5
711,"  HD214867",122," thin",-0.15,0.05,4,-0.12,0.09,3,0.11,0.1,1,0.07,0.05,6,0.47,0.28,2,0.14,0.04,4,0.19,0.03,3,0.18,0.05,4,0.14,0.03,4,,,0,-0.03,0.03,2,-0.11,0.02,3,-0.05,0.09,14,0.05,0.07,12,0.01,0.05,22,-0.04,0.01,5
712,"  HD197197",486,"thick",-0.1,0.07,4,-0.03,0.04,3,-0.06,0.02,1,-0.11,0.05,6,,,0,0.02,0.04,4,-0.06,0.03,3,0.0,0.1,4,0.09,0.05,4,0.26,0.08,1,0.15,0.0,2,0.19,0.03,3,0.12,0.02,14,0.16,0.05,12,0.19,0.03,22,0.2,0.03,5
713,"    HD4307",1017," thin",-0.05,0.06,4,0.01,0.02,3,-0.12,0.02,1,-0.1,0.04,6,,,0,-0.07,0.02,4,-0.05,0.01,3,-0.03,0.04,4,0.0,0.04,4,0.04,0.04,1,0.04,0.01,2,0.1,0.03,3,0.05,0.01,14,0.08,0.05,12,0.06,0.02,21,0.09,0.01,5
714,"  HD199604",301,"thick",-0.08,0.08,4,0.12,0.04,3,-0.08,0.04,1,-0.16,0.03,6,,,0,-0.01,0.04,4,-0.09,0.05,3,-0.18,0.05,4,0.06,0.03,2,0.3,0.18,1,0.16,0.0,2,0.31,0.05,3,0.2,0.02,14,0.22,0.06,12,0.25,0.04,22,0.22,0.02,5
